,ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
0,352.15519225833197,15.810765230993473,-2.277237156372027,-0.8183025255398381,19.705290308084248,19.91610464076448,19.256580330102576
1,343.22877374368284,17.21767964860458,-0.5348577596071339,-2.218198054262209,19.932666157501977,20.219042209225762,19.539611879117867
2,340.1752102482266,17.557206536000287,-1.292549900705126,-1.1227123033676336,15.200935240312484,15.773214845060973,14.48910524657726
3,346.4188591333774,17.073968303856887,-2.0710161003458465,-0.7107960925253779,19.50365200186716,19.88351333268929,18.97736797785888
4,353.7728946029522,16.016834329426068,-0.5620906381206457,-1.297875317759357,17.212179202627652,17.685424295736023,16.56834236576966
5,339.7427356619696,17.7383560615297,-0.13655064027856678,-1.5894877884243503,19.979571517659927,20.171668066078183,19.686284426883194
6,349.0602231774108,16.78284804768451,-2.0273583277230283,-1.2634343736954003,19.736996764983033,20.018806042116754,19.34844247721527
7,337.85136390084784,17.69184541481717,-1.0649213442515482,-0.9744597718235876,19.643608498826442,19.95208398721393,19.147661128071007
8,344.5278845993893,17.291632177725283,-0.8094637110987288,-0.968063099982898,18.407012182328206,18.807572845945533,17.83704125524372
9,354.1573198629397,15.397833699705313,-1.1894579776537448,-0.8065826728946661,19.92688317364564,20.11810914944484,19.51342459456748
10,333.4116016592469,18.268881896356877,-1.2100015389153254,-2.4214138004730694,19.454495047847463,19.755467979079878,18.99905969448749
11,349.81536891308815,16.504852149488677,-1.1792690491684008,-1.8543938494706083,18.276961383116657,18.663251537050513,17.728853879155285
12,341.4361145500295,17.673241072471143,-1.2329432592790601,-1.1755150258937457,16.10557171945144,16.626488501102287,15.43546460988141
13,353.23493276516365,15.543082718500536,-0.3367989243663398,-2.061842416089527,19.130508573258506,19.55770104632129,18.591022032145556
14,358.95289374196693,13.978843552825134,0.2480484680643793,-2.4581231653110045,19.89726966331361,20.103982707890765,19.561448719839934
15,348.728458739875,16.988313634797994,-0.24041496155302636,-0.9977857142133468,18.751159986019854,19.15376931187327,18.173613555871178
16,356.28403152133734,14.922430890141726,-0.6259840933139713,-3.709647914310448,19.935376255355926,20.096546876740707,19.606284774137283
17,352.23044248166235,16.180609719969258,-1.0959663750473736,-1.8901336116000291,19.83243242851482,20.058016003012124,19.42837077928517
18,348.21741728916464,16.842788166247498,0.5652741371123119,-1.9595590821796085,19.37569892669014,19.831956641632512,18.75399909966093
19,356.7415128900692,14.84373186498105,0.04399737847501062,-1.647233047239169,19.69642651713248,19.946868214403352,19.34709102064159
20,340.1752102482266,17.557206536000287,-0.9296915379612468,-1.0862419051695489,17.75870074413808,18.163358087222928,17.177699421016637
