,ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
0,87.69958132595984,-54.264259272395286,2.024717471372872,-0.9715130396880772,19.981673641529017,20.25799486563504,19.46381826281284
1,51.86786390370719,-31.117341004181146,2.7166707015296607,-4.009703830121518,19.850946536527733,20.128085056208352,19.378181947055854
2,36.90075944701715,-9.675583266760118,3.2910167043929563,-2.1564007973309858,19.85245649569413,20.21698725504288,19.320382225729922
3,40.85761111451381,-15.938853285588095,2.372638507393308,-0.5921570970702512,19.769102835992907,20.122800922672266,19.271408750559466
4,50.548275545819905,-28.282960183309086,2.5598381840052284,-2.9049958705316783,18.150145267303703,18.541634985509635,17.58933834048324
5,42.258354181356616,-31.71863512313175,4.3418416032807805,-4.9838895862344215,19.385659516826,19.615927437702165,19.034102644123077
6,71.68930474946308,-49.69191984516318,3.1360823968181664,-1.0623959511203396,19.438989197340987,19.719634399743136,18.91325016578545
7,51.417154864495885,-36.84955041319147,4.860652458387088,-3.39159922176042,18.952534431905388,19.233633024405847,18.47241816563236
8,74.57399595871433,-51.31599302443655,2.7316533118247266,-3.5142974586157125,19.821038000700145,20.06586918918676,19.402280656650888
9,47.52216203548699,-25.127653900924944,2.5966134819929825,-3.47714419705196,18.200755951116378,18.585864807536407,17.62218359041498
10,46.33732723885488,-34.065257297566035,5.301471202505004,-5.101284619054932,19.957534068776067,20.15305834952255,19.600813132500544
11,52.17968499894845,-28.152070014936772,2.490263919769164,-2.5479880220872726,18.48873800977221,18.854061965159225,17.928525330858587
12,45.92217535260374,-21.557119815090605,2.246815988280128,-2.355747343615698,19.088882579639577,19.42562300865845,18.560560368660568
13,44.92952295820611,-20.720123954814127,1.9855805769358927,-3.0677490211666285,19.787480858103613,20.10330223851749,19.293979273132525
14,42.46685684189124,-17.050291353908936,2.426567820656424,-2.7243281935291046,19.38030116299629,19.709580666086534,18.86591174392929
15,37.74769493358128,-9.333866651039589,2.298326054013007,-1.1668229446355578,19.962122171900226,20.31773295632214,19.446007367446423
16,47.778104536289426,-26.042085880333605,2.075402993977577,-2.2355177629707144,17.801901677729226,18.19520182818883,17.222868328733803
17,42.15142234458715,-16.936821940848187,1.7095325312255882,-3.212647464379661,19.537540530122584,19.861724386906527,19.00329735934275
18,44.14512324331368,-19.448968082963773,1.8446480464535404,-2.697011332666372,18.496166750201425,18.84703296920754,17.939562177485715
19,28.76448893024673,-16.030780667485526,3.638941908651741,-4.002758372724957,19.994836036417954,20.24803640753456,19.58325185813075
20,58.37748161082643,-38.09671183646729,2.7728350555445807,-3.157062809377588,18.740675271734702,19.111662549816167,18.20354925792883
21,30.541938520939656,-19.49771014881237,5.045390670955761,-5.353183853663924,18.73619514469286,19.058910376491497,18.24799676905716
22,30.490196182262732,-19.754798254995027,5.185485324621976,-4.1725814822594245,19.699233895653727,19.86440767908524,19.342313001329856
23,68.10257293476306,-46.804186997082994,4.675797994203088,-2.192777473608603,18.127500224424256,18.476957373717585,17.591172687328648
24,46.52999841528264,-35.59480054930996,4.365954055372892,-5.695839071166363,19.616420231490807,19.797485836397207,19.24135116414153
25,58.317092135223426,-41.341091311932075,5.735278369533762,-4.988721035470167,19.329931236857934,19.576945995502513,18.959052099268824
26,25.192012896993088,-15.426506046322244,7.1399728066354005,-6.063635195380401,19.70663084325519,20.000647025588478,19.329053166076342
27,44.23912534752223,-19.550269899603986,1.5278735752191306,-2.2730380595164115,19.249104664093792,19.59614875185975,18.727784381352816
28,40.60231974706767,-16.138028471086614,1.74017575746445,-2.8238360865708816,19.742157008961907,20.012535592662346,19.230670866224767
