,ra,dec,parallax,pmra,pmdec,radial_velocity,parallax_error,pmra_error,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
0,211.18864730929528,46.0898325245831,0.2039300288987612,0.10590055242342672,0.014607253281229582,,0.5610911295541283,0.7598859328364636,0.8211089700792118,19.611276341992497,20.10330588906372,18.947059349481087
1,214.40394583285016,45.90316119592388,-0.09567281282374916,-0.2139639971294594,-0.3454403778768124,,0.12488521259669624,0.16913209151413922,0.18275884770248216,17.505430565010787,18.18377826985184,16.725827070420014
2,219.8576470544935,45.80132486426049,0.7135000395148381,0.2743729097107284,-1.2108231129609992,,0.4712285973821929,0.6381850709091313,0.6896028254373552,19.39250707576052,19.853376855879915,18.741032856647
3,217.6368696588835,45.80449481614542,0.4470527894071527,0.5559091459141761,0.4111102665972059,,0.5224620901782712,0.7075706099333452,0.7645786685535673,19.524421316760172,20.001787425375547,18.901608700400885
4,208.4253467395657,45.57412291482087,-0.07901933191915776,-0.5526260862473027,-0.5403814638200738,,0.1558281310714329,0.18610661693556024,0.21358868213070767,17.801437109329655,18.485253414791,17.01938448006592
5,219.1085620437344,45.77613187645152,0.3301484612412725,-0.08118499924139616,0.010903573972530443,,0.31079421770676063,0.4209087287299517,0.4548208064001373,18.855354147493685,19.380658605464653,18.18518096885008
6,202.66599197832366,45.14785426719595,-0.17963160999480676,0.7021607120403958,0.5637929043963844,,0.4084211507181644,0.4877802109443422,0.5598099312133255,19.15951850756528,19.733463557039762,18.492626691470207
7,209.20566700319046,46.08304237745834,-1.5701682596544542,-0.10471195030401556,-0.7242687619809421,,0.7904280999589276,0.944013757995501,1.0834147533471683,19.981792586522275,20.549412501075867,19.374455852018734
8,219.01503674095832,45.6805172775625,-1.0646204753342186,0.8096473316086987,0.8079451384260221,,0.5765136757658625,0.7807726931103784,0.8436785499012621,19.64261716797889,20.13025438599788,19.036562284393046
9,209.10528626629105,46.11408708478105,-0.4918688276319558,-1.6210089562105496,-0.3510101148994447,,0.5459357205394416,0.6520148147531696,0.7482967951700884,19.533630807542263,20.03738033509838,18.889409632845236
10,220.3342058872091,45.62030845773972,-0.11464498970853365,-0.2873996333028559,0.1385139486727609,,0.2859446199800424,0.38725490895885056,0.41845554143420827,18.74124285985948,19.255889707860547,18.060436191886414
11,205.94217943155655,45.69145807988041,-0.6680805376796181,0.2729492348286149,-1.2990427770951165,,0.748440732363749,0.8938679538750217,1.0258639988772915,19.919044899301763,20.391973164973205,19.265770039712795
13,230.0152384089314,44.53514002773685,0.3871415029138371,0.06225653103436829,-1.113497419038508,,0.4603869084434346,0.6814336028947523,0.7119228021294169,19.400429335235668,19.90252431317168,18.78933648430464
17,210.0215078027097,46.03381586042781,0.2428029499932331,-0.3904263830192515,-0.4704111976142653,,0.4682548047772894,0.5592399586758467,0.6418220251124356,19.341997898680024,19.8462483337296,18.702755440024678
18,229.78549011763363,44.398596385621126,0.3351619253670852,-0.5965621230548204,-1.1637521891953928,,0.3410123871642353,0.504743500206666,0.527327102005622,19.01888610642623,19.52717654765675,18.392516384605013
19,210.8214658981324,46.016734850082635,0.2151144484907662,1.0211822208878307,-0.6821664202916815,,0.7433060563744397,1.0066596784018402,1.08776496054796,19.952030729308238,20.45918481937061,19.31066153567827
20,223.1565838828268,45.52069624823907,0.10121386865047964,-0.30818441781596684,-0.7753409967722642,,0.16639915313454962,0.2253544371719509,0.2435109558066579,17.960200719685112,18.550915713046106,17.235798050721368
21,218.59715851802682,45.813823123943074,0.21499794670132605,-0.6148861308365505,0.1629464270255156,,0.4294909500615037,0.5816597590691737,0.6285233415534198,19.27340227964253,19.731646227961555,18.6334493673683
22,213.45347017785136,46.04330735891229,0.12872641845751864,0.1888168947727857,-0.10496049802460904,,0.5838437921391537,0.7906998725376212,0.854405549471932,19.658462378451567,20.07288402065511,19.025056460207733
23,207.46185752747948,45.62985570613732,-0.4000005211636409,0.350843137538284,-0.7031829078471991,,0.2535676611069996,0.3028376150597209,0.34755715925247765,18.52000381760156,19.130011186661864,17.78657266674709
