,ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
0,157.18622605858937,-2.343707973029724,-4.4454399727580824,-5.068737585095093,19.7615640007662,20.01422042388214,19.31700471077983
1,165.66687975277978,18.186834680468827,-5.421241123536066,-10.126313131395731,19.389028270208474,19.64208720565458,18.959307448475805
2,158.80892174940558,0.8556602178716314,-2.5053754721117643,-7.320974103738547,18.954620326486122,19.24528567686453,18.484113184247704
3,153.42737390612683,-14.264941264771545,-1.7211506732059954,-6.503281307034314,19.33595738984602,19.61659481347558,18.869007519831463
4,159.71402663767032,4.478592513818709,-3.484947123538355,-8.096667255098103,18.748378973053946,18.992565480569247,18.33832535044525
5,165.31311584953923,18.91055373415916,-6.315357478300477,-8.473396078175345,19.45299813307758,19.691472252428152,19.014948367015236
6,169.3473865978793,25.067140815477142,-4.59775181541901,-9.313909952033123,18.437133419715703,18.669081854635625,18.02096835489161
7,147.85043888753503,22.42121783235734,-2.479932380192563,-10.392191788356163,17.84794703297843,18.22331517268121,17.289412208620078
8,162.90418156991868,12.465418839189606,-3.510845660640725,-8.352356201979719,19.85253280693664,20.213868777444944,19.370943605165685
9,160.40832344618352,7.0853038852822126,-4.131461399819888,-10.1465835623309,19.645494523202775,19.92312957342124,19.210383103730575
10,159.95511612553557,5.953426032169587,-4.44481240597984,-5.365036467919546,19.940907479228933,20.189343895147395,19.50278641808436
11,153.76209098879886,-13.891717863148262,-1.9906654278571887,-6.142630917527567,18.12509149685826,18.60319054250068,17.4836062069046
12,154.2900823836157,-11.420750540761635,0.3918503262147541,-7.985656203769794,19.85395994959647,20.068124844002,19.391542579888533
13,158.45670350974243,1.120779738664215,-3.768610906726572,-11.282228645181837,19.94775869954813,20.262952977229034,19.43306699212691
14,161.96701022600882,11.166291067127542,-3.928379306554047,-7.7253140993604115,18.643593946186336,18.87523200122309,18.228796624766183
15,154.64918973563178,-9.146385281059453,-2.487326512489081,-6.3567333356881575,18.69152834847707,18.974419234096068,18.240939866345123
16,153.26732438080424,-14.76529586273912,-1.1294496054266254,-5.503353942420532,18.791235862643067,19.103639887982414,18.28282071288607
17,171.94303954899502,27.528653031903104,-5.472671834502826,-10.128826591241367,19.34664198405895,19.613300056962647,18.932614524418405
18,160.1803216802301,6.129110288466796,-2.6983708002918427,-7.963923962104727,18.99613063666136,19.19058696566492,18.58213471018805
19,161.16700222862644,9.610128463235935,-3.7364704478674615,-8.222716586080411,18.748212682724493,19.008125733296872,18.31780896610949
20,165.21309050040475,18.42270731874079,-4.001913689967866,-8.434264494091302,19.3601806742873,19.55705668365836,18.94759449417443
21,165.85674344290913,17.773453365184356,-4.250788993821751,-9.829044632785683,19.250002921182915,19.52269060744403,18.857700669364593
22,152.4914538270507,-13.862060788805653,-1.00399069584032,-6.3189855776837085,19.66891005061582,19.968924018877576,19.155549163068805
23,164.06768896966884,15.008846777987447,-3.672852971377375,-9.142670650837463,18.759118685053433,19.01997887968892,18.35327019416348
24,160.78023660729812,8.658672877134805,-1.0743353971036722,-8.117705728259589,19.52871459326558,19.777146179715444,19.064276266918
25,157.739904358939,-2.3971952062882016,-2.4907075711258733,-7.077559986657803,16.1186323566515,16.613326244028684,15.467542311838677
26,157.49093932480727,-2.178037762494579,-2.765980040317135,-7.4222973232771645,19.647787245785526,19.91590634548778,19.20102169588511
27,170.9952598347699,26.76113910236739,-4.5441112560333625,-8.77740417515842,19.510296168864297,19.75090314316634,19.081987861240762
28,155.50212537829069,-7.183104284823522,-1.814451985078586,-6.43285189622662,19.968945565235753,20.363882238065354,19.50868829211194
29,164.06768896966884,15.008846777987447,-4.5539015465007475,-8.803260957253501,19.228617873522147,19.541636772524992,18.783740391049854
