,ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
0,265.9722732439023,47.82197475102527,-0.026087182400090725,0.18895614306668684,18.090784415226945,18.677212114357427,17.37608534805018
1,261.11050516630354,56.878943070756904,-0.14684458242808412,0.8093157239540666,18.70750793632881,19.20224729762438,18.05180933840202
2,265.52877659959563,48.53764204889777,-0.17706876921895845,-0.020237873804592063,18.589636214410575,19.132642965966674,17.902079330287552
3,263.03010061135507,53.71668421351896,-0.4761394413893755,-0.03738015011797505,18.792999601276613,19.283313076690426,18.127638253144735
4,256.20283655827404,62.86575897331685,-0.9680384889143836,-0.7395056839869452,18.85669202967355,19.33613865401609,18.242560312391028
5,234.27014597313755,73.96574288973952,-0.8543437022541662,0.6013798794835055,18.90478026784781,19.30479512110705,18.307063642418857
6,257.8533713089733,61.029109809220245,-1.7012320876239335,0.07380704884563746,19.378308104594073,19.83787240394237,18.756866524408764
7,265.63997079120645,48.28535597881789,-0.0018322837007516692,1.1759665086667286,19.98954683930588,20.396093671590066,19.39065671220932
8,263.81801045161063,52.475805851149204,-0.5163858190436689,0.2695174818901769,19.508688657515886,19.972748772475747,18.868780902703143
9,258.2533661286314,60.885857001132564,-0.3571574466575277,0.5962442402841404,17.841073500868013,18.384692160584102,17.15019521119417
10,263.0935180723338,53.84812451469721,-0.044014470955760436,0.8492488708445523,19.77855273780968,20.192102765216802,19.181654124853047
11,263.4549821282785,52.96935719859212,-0.8765298860273638,0.4716711966736089,18.367734159215022,18.90266951850564,17.68538010318411
12,264.8649052377214,50.341861995247825,-0.007242719127004027,-0.17399895672926094,17.99256342288234,18.590115352019367,17.27655183750992
13,256.1633424336987,62.563074785616855,-0.3253197689126225,0.15849949263537824,19.304071794598727,19.794128384684452,18.661879273986347
14,264.2715658193324,52.08382640036965,-0.2522682537260642,-0.2522258497134342,18.473845311904174,19.012863631465105,17.799968129497927
15,260.9918612655987,56.751907577514,-0.4548052762274212,0.16862319694886274,18.59663611574981,19.10778351927268,17.934259181562084
16,262.759759740669,54.2383573366977,-0.7885409280594089,-0.4850849374154544,19.117937697321352,19.569489217423772,18.478353205685714
17,259.8702477956444,58.37878243070006,-0.6868733202704603,0.1933944779931933,16.851343774776726,17.540095177298436,16.066063825065868
18,247.37604585009618,69.08363604550162,-1.316280075800147,0.149933794853151,18.27951156734624,18.733123341877604,17.640258670694195
19,259.0694801179015,59.47794329887248,-0.8861583846219374,0.8620944888688413,19.809396739782354,20.242116771178424,19.18909733603017
20,256.24188245656063,62.64497680148162,-0.36214067884465373,-0.10270614334340494,18.763885430252756,19.214418078729764,18.127032529393574
21,262.3962904896844,54.692068633713475,-0.4165708351729323,0.10467872639729554,16.883563742569066,17.60914685075214,16.072895843190995
22,259.61846160560145,58.85824162121403,-0.3355135962180615,0.4812077507392388,16.585057444002928,17.30454789931062,15.773442213493093
23,261.0743611355681,57.429111757238786,-0.5638935805126107,-0.012116121128111834,18.8470510736874,19.333450101025445,18.196769733828205
24,256.3660907247213,63.14267384272947,-1.869072515612605,1.7081994064748929,19.19067574518121,19.642171940301594,18.623221592673236
25,264.0494376772709,51.667823863645154,-0.4504058296315114,0.4392222738011984,19.487696327658625,20.002780615290703,18.854960408929685
26,259.507830192132,59.07396635349463,-0.36117315276620654,0.4551586856152841,18.883217344639853,19.380348750051997,18.25030161628762
27,266.22288859176274,46.50735517977714,1.3358369000137522,0.07800304688169822,19.664919069550574,20.088737043950708,19.072369794899878
28,256.386192334569,62.72398213420534,-0.7669408490361802,0.3847131109351053,17.201026058854993,17.79625827284743,16.47101673783739
29,264.1607448881818,51.63407447564664,-0.8062576238123658,0.4312725131845022,19.111121709385248,19.60732429722241,18.45827253431207
