,training_ratio,multiple,precision,recall
0,0.1,125,0.7948179271708684,0.7589285714285714
1,0.1,150,0.65527950310559,0.6547619047619048
2,0.1,175,0.7779255319148937,0.7930555555555556
3,0.1,200,0.7478632478632479,0.7222222222222222
