,dec,parallax,parallax_error,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,pmdec,pmdec_error,pmra,pmra_error,ra,radial_velocity
242,-49.717667798425005,-0.007665755532277238,0.4214898895921909,19.547542255305377,19.210898886355288,18.680805146243195,0.21922405338421924,0.5777228375289001,5.717837923014907,0.50338829635701,22.66522223849463,
483,-27.373728181170755,0.047099604209780516,0.4032452944523373,19.29092265306891,19.09184355631019,18.65630639421153,1.4197773098133362,0.5016845869215841,5.189042367463201,0.3878270920173949,59.014535890332496,
176,46.75457268876418,0.05258343633898993,0.7382249145000109,19.974992297406853,19.591095253364717,19.01668932152037,-1.6206338191928311,0.8723511094163597,0.2871796634977941,0.9696722270997266,145.71400452858666,
591,38.37881594747507,-0.1214185758289772,0.27402586413367,18.587533320705344,18.150377324189428,17.517725468761057,-1.6144119778930546,0.32142558447017183,1.87827687201934,0.3992190186102321,122.72648887711044,
440,44.55907353110915,-0.2704475618428025,1.0763851147779422,20.347325806992647,19.982660251814046,19.44925066317116,-2.62310579075394,1.2621546769367942,-3.175312633669237,1.5047824692023135,136.8327003139857,
162,-53.14843392065831,-0.0702120687939161,0.08371033617745069,17.212043572830265,16.760909689064647,16.144329458601607,-1.282117884058979,0.11473910558976065,4.581944790134297,0.09997583466737607,10.137012548028727,
525,43.619221146199436,0.010111805505673187,0.3978726635052923,19.120936956319795,18.72708079917188,18.166329162470678,-2.148177653602332,0.4665401222796573,0.9156925259240974,0.5562245341353583,133.9812288031305,
339,-11.16868778137801,0.11917509052917345,0.9156460845092216,20.14418210957136,19.900782690855028,19.47685659463434,1.4028014696879345,1.0821684398188771,4.008144592338177,1.1343484694118209,73.09479370286033,
638,-46.772325570921424,0.31324443288933523,0.4694419077420152,19.6477911845,19.39798049866004,18.981457862319285,1.1962497292243843,0.6869881576712416,5.041739911641872,0.6357653564413682,31.327664466818472,
529,-28.166208402463738,1.096939874478302,0.7593062109466743,20.11983562250345,19.875769443141845,19.479000214530558,2.022006737813235,0.9446662565601268,6.12827043032233,0.7302739146457718,56.832406699435644,
13,-40.89659581220922,0.23664960477202626,0.7291803618872289,20.151317081379077,19.930724494732424,19.574707704069475,1.8876985992775968,1.0670932125178956,4.8566026245339335,0.9875292449178772,41.964724393545694,
85,-31.60600145950332,0.05702615875022692,0.08530036427597826,17.210861500675634,16.795157114132582,16.211009092498227,0.978541927365994,0.11691850672728453,5.7402019157672335,0.10187481624544427,54.54124054313918,
49,46.751770486206176,0.11186459459081904,0.16269916196236098,17.948734227139806,17.4669486601371,16.829658987451747,-1.3211962843916956,0.192259556201927,0.2487961313178652,0.21370839107232453,147.96304128234584,
551,-49.97739261670282,0.08745968767468895,0.04105976988629843,15.977797484246793,15.450821916669955,14.767098086897953,-0.6509499523769422,0.060087468126290365,4.989470291197848,0.055607262169505546,22.398852975550085,
249,-31.66026531863521,0.20089706865224416,0.3469441630537333,19.27457351849908,18.95658510145271,18.488218043813664,0.7187760896449391,0.4755453720074374,5.87226056353438,0.4143578184985797,54.05574253430337,
185,-48.47983678048746,2.026753034900127,0.737125892790107,20.06737748494761,19.95296293557661,19.510750216242077,-1.4085374361616632,1.0787208187172297,6.6458025179605995,0.9982898804795411,26.406710271937172,
557,42.551467445378435,-0.6041820560289353,0.7133791845379087,19.917684654231415,19.48656114102419,18.930910514156828,-1.9442967044517871,0.8364988161134401,2.2570075274076387,0.9973015011527228,132.33970539480512,
596,-39.746993657623314,0.9623371539252286,0.7527388532043138,20.159351021083488,19.96943838100087,19.59400566145661,1.2676280628738292,1.101569053469727,5.494935771166941,1.0194345187811946,44.24546522479041,
466,-11.463979165304673,0.13231431669750815,0.2621432963721925,18.691724860055498,18.25917974076839,17.659692271833915,1.0923032331651787,0.3098175232149054,5.3208608714268255,0.3247563136424585,72.99679174530102,
499,-47.837215149987486,0.33340844183152124,0.7320127943207053,20.22111365513952,19.937600918462536,19.584350450797164,-1.0666601175643693,1.0712382355912755,7.695880681955634,0.9913652092533296,27.888980416640077,
463,-53.35585309154062,0.9685597834749404,0.5770845292158477,19.896724153283323,19.608670047596128,19.15464320015189,-2.496205927744424,0.7909914803298901,4.375447290561781,0.6892160528382338,8.635869474272914,
492,48.091250715702856,0.15239640551788114,0.5873535931507713,19.701779691654533,19.34947404492064,18.77479509633105,-0.43223732187798103,0.6941716152946429,0.10627315099276917,0.7276432026149297,154.19800141556684,
