,dec,parallax,parallax_error,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,pmdec,pmdec_error,pmra,pmra_error,ra,radial_velocity
16,0.4740764530112211,0.10986305564170896,0.2449088004798346,18.216771174757746,17.947813679293652,17.513324257972716,-17.845855497654128,0.2827888677348561,1.9103627083168515,0.36883223379889385,156.4797253665023,
87,24.57627469600304,0.06429467398109212,1.021847638752035,20.266887735639447,19.84645572973186,19.328877448272497,-14.37497169923733,1.1798969093559268,1.3821155497319395,1.5389007927221086,147.90577868979196,
109,14.420265434522305,0.9484349991342702,0.8913701930302447,19.993907458867707,19.669422167082466,19.15876984459368,-18.187701843270112,1.023564925047442,0.18404005927831046,1.3634942359488058,152.98452272184826,
301,-5.811242277725983,-0.11154864867598012,0.7066168205728354,19.699560776187607,19.405980785587303,18.892154432289747,-17.593809447776877,0.8207250636187076,0.8690138960315903,1.0510772654893856,158.37032807692015,
380,38.4499934230409,0.998841707258982,1.1173684028078985,20.230596411300105,19.985646221032,19.540107302688128,-10.700142813470588,1.2797085765142813,-0.03726667295561548,1.5600256932745526,144.19894230687737,
27,34.19176593866428,-0.19739018609832354,0.9710961260179021,20.152818190842225,19.820755831128746,19.369189582549968,-11.19941019175513,1.1390718203511039,-0.3470060947662692,1.4147571202109397,144.72339022084088,
813,2.4470512763632755,0.392484461242436,0.5617754133643269,19.42176424472023,19.1037066042978,18.6166702620752,-19.241555407388354,0.6451526881450887,-0.10128116016661813,0.8529951742700428,156.78402239150708,
43,-20.619062114389962,0.6717703852855165,0.5675445747674563,19.55387818187507,19.19874478775357,18.688855238747863,-17.15382806893619,0.6654951184090163,1.3985543873238078,0.7934252479672543,164.60499276736647,
873,26.168807357141517,1.1197327760322895,0.4856696651390931,19.204293510480326,18.930582357320798,18.505364658365306,-13.546244183863092,0.5640981861935059,1.2548744060599346,0.7224231417980028,145.77994879870604,
716,64.1694473191363,1.2873305642311694,0.7395074201659,20.031540495523085,19.844859126295308,19.43295490937423,-6.9305737657403625,0.9200342315593399,0.03729662954885071,0.7112321364536742,135.12549188399478,
102,55.826788269052756,0.03381424869393645,0.4662975293687266,19.363986114267124,19.106861560705433,18.687713592807885,-5.768409342752743,0.554028765564389,0.6873090141993048,0.5420107880033392,136.63396704627291,
731,27.357564633035256,0.28455442038809703,0.5350150803464255,19.361492974371604,19.072121786358625,18.623557660687087,-15.343597937388294,0.6237161807188205,2.8093195080429245,0.7875440705886795,151.1205610152138,
