,dec,parallax,parallax_error,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,pmdec,pmdec_error,pmra,pmra_error,ra,radial_velocity
725,-33.538089681776746,0.5537407839541565,0.4329793766460118,19.47782559773039,19.29172980347068,18.867458615088967,-6.932846286561335,0.6336283560673343,3.6478218501187607,0.5863841365359979,78.25058401025423,
508,-80.81634409295289,0.0664762204179544,0.3934846834412905,19.644820277509847,19.248177293842648,18.681212232989648,-14.267639854545374,0.6365193408609109,-5.934648236036893,0.62709939289891,32.838902750987266,
625,-56.501078370199394,0.0628430161110356,0.1944623782337852,18.59369190232869,18.33718696001017,17.936321013034057,-7.093456215543728,0.3341043665306968,3.8947800123116214,0.3279677557168677,84.34419630534877,
661,-36.14351561523309,1.2006147800604363,0.6602371986196247,20.050589597180206,19.8456186395422,19.35810755484091,-5.198826400425571,1.020962820382002,3.5095968683092607,0.9772385025926228,77.35660367789222,
286,-44.96370577743166,0.15931655832707226,0.3661251022565931,19.417461186090087,19.162653050071658,18.718295190452128,-7.85123967617858,0.5922611948268416,3.661194884787157,0.5834962299985375,79.94902683655141,
678,-40.66182978613049,-0.2602123910040012,0.521652658623904,19.748308099013634,19.569249770076173,19.187917936918694,-2.9100044305482764,0.8066615615144475,3.0417747158683635,0.7721150278307453,84.55059898517875,
205,-58.652384175529185,0.4506747965035308,0.3585541312801682,19.449596268892442,19.16519559249728,18.69155443828402,-8.714732154705308,0.6160291876833183,4.045543070272556,0.6047143658687267,84.19894649246744,
290,-62.22374615946914,0.4213972928863158,0.3021508391422635,19.199152305567416,18.94440534530069,18.491197478824173,-7.764861495089812,0.5191231107282925,4.163260636272571,0.5095881964496096,86.92815170345159,
68,-69.51480295215826,0.2547378668188708,0.7021797360728803,20.48275619223473,19.982489213310892,19.28537945955997,-11.421258173459591,1.2064097849779496,4.010836802405641,1.184251237906926,75.12934174114463,
84,-47.317738199155066,0.05837413880988245,0.2022667970428772,18.570501380255056,18.358713927365148,17.976814452805538,-7.9308088711766365,0.327196289334066,3.114725213989357,0.3223540609506866,77.36654668185042,
480,-25.25966294117208,0.06560028166959689,0.2566135595201749,18.70602842281666,18.482778109335662,18.0908684157386,-4.627334507412497,0.3192574578736294,2.3767366841301287,0.24680186459734474,79.37215527726605,
235,-85.4285744942283,0.4450755495400948,0.5008693948869556,19.891185205729663,19.5473925271587,18.951332645821868,-11.774639206570168,0.8102299034936045,-3.30088472505004,0.7982391861057498,41.415233173415416,
847,-80.58183044140799,0.2661372623339928,0.03300556502114778,15.573157183609009,15.138872218159726,14.525246255608456,-14.3840048837699,0.05339135518126845,-2.7817048393984614,0.05260120827583743,42.577945794447494,
808,-33.676421317665984,0.060071938305831685,0.28108924115013323,18.955858271902095,18.731568862632688,18.32005496666755,-6.54037541741693,0.4113501090001948,2.5315567068849845,0.3806792675396539,77.49889837615207,
686,-80.81634409295289,0.5492437811031811,0.3875058819678212,19.553476063049203,19.229240104934245,18.676833585958764,-13.253148667444696,0.6268477502420635,-5.25999573775458,0.6175709336422867,32.838902750987266,
721,-35.90092012488931,-0.4040394182484521,0.5090870849168955,19.755852788408056,19.53650749424684,19.13301263079029,-4.538090504146896,0.7872306909145369,1.8940592692017773,0.7535163144299742,82.85481016550662,
8,-53.544087487012774,-0.20848244928338466,0.2196999269305408,18.72197574621395,18.51082201728069,18.12362215414645,-8.865858263538174,0.3774648113463007,3.9454452019194255,0.3705317841991237,79.95032838722173,
