,dec,parallax,parallax_error,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,pmdec,pmdec_error,pmra,pmra_error,ra,radial_velocity
1428,-58.353556135163316,0.0971832279045329,0.2400026479933253,18.86211713481854,18.63413682813349,18.23099845548555,7.351819105198535,0.4123467654864284,4.053745732380886,0.4047730493856572,83.90639221357817,
984,42.054529142595015,0.002036901434203236,0.19609041049502707,18.01987981712029,17.69405060545518,17.186603928975458,-3.5723292672398688,0.2299329722334675,2.642936171663872,0.2741336795171825,135.49633916178706,
1405,28.247206500502912,0.901775387327252,1.1416222652221957,20.3020553784668,19.986621778082558,19.498863761367886,-2.4405523142851737,1.3181970885920382,4.611289781166926,1.7192811749168881,129.87833039234195,
438,-52.75964846070064,0.07759950774444975,0.2693295405648386,19.01514601707738,18.79222781695353,18.392878979008568,7.333912423282127,0.4627330816156062,3.7210365779587633,0.4542339025655235,82.19953122134929,
347,47.0186808789635,0.06001055960918639,0.19504292358222824,18.06059464927968,17.824343021423434,17.448845311483034,-5.930622444753253,0.23051405983330736,4.19197936261813,0.2416289935359616,164.0353172954734,
1725,22.250514582886435,-0.17117387022229458,0.9886292649589477,20.067254629337754,19.793680803411146,19.33180532610129,-2.8550701684871145,1.135248011880825,2.1180317159889803,1.5122676468227965,129.20842108554746,
401,-83.40236296995221,-0.4472235739538528,0.6307153590328459,20.150673481507653,19.83354332533323,19.293855524386217,5.2591297780733965,1.0202748454943091,13.037372221460116,1.005175640592702,45.24160902188854,
1369,60.79377265047082,-0.3309993478301084,0.5574925784850694,19.59483023057464,19.397273411018354,19.01733263316479,-2.417535988118982,0.6605863796040545,2.7975465880521053,0.5759345780987294,141.80420058087176,
935,37.517764576858575,0.8032771466167193,1.0193621630667558,20.078365888503807,19.883541664684664,19.432033429142283,-2.6852004852825657,1.1956866921535665,2.5597648172527383,1.4850742780594015,128.72154129798113,
388,-82.99312525720407,0.021929402020993718,0.6994908352844968,20.264698499129214,19.956295338219775,19.47092686987947,9.70921604868645,1.13152929237198,9.282712955128156,1.114783615740682,52.54711628233146,
163,40.959769335602005,-0.5954034446668585,0.5337391564854621,19.29852970868669,19.070003408879785,18.666860488945385,-3.8318417051564655,0.611285028697355,1.5507316400460034,0.7451855587929662,130.84482397686264,
1011,34.02162526380069,-0.4894755700660983,0.2788578762308647,18.431977924408567,18.17684228376323,17.79801494660159,-4.253597389939356,0.3250902187905749,3.0951762551673734,0.4104797696924145,130.89447253378444,
1667,-77.17807638418068,0.444267667548775,0.3191366204297629,19.25446000438214,19.013353480062033,18.578734947905247,9.042809802658812,0.5483062552965771,8.652081142181409,0.538235324076844,60.84444181647507,
1261,56.46097849857746,0.5202283030963221,0.20165369522120727,18.33019996019456,18.135062525079626,17.776808207108445,-5.722445417171426,0.2508809208193256,4.127986432345087,0.1939434068745141,171.67060274151805,
1519,44.82289615833725,0.29158593114566944,0.4959987067420661,19.30517257774875,19.09420209706301,18.696185067408525,-5.609131821858102,0.5861154420513868,2.5532978097942785,0.6515035745317647,149.36854899922147,
801,48.860136957109354,-0.7146611585911251,0.6148238384486409,19.651009628871172,19.40987939226988,18.933121728129414,-4.697231080546539,0.7266376881565947,2.8444770333922524,0.7616747255310217,154.6325596106177,
428,-63.91859925727422,-0.2052134552128941,0.16105856875131286,18.29141561753663,18.060379744251147,17.658276457821735,8.699257269016968,0.27671352976207314,5.101320649254982,0.27163103635827995,78.23528597049031,
293,41.876304537791356,-0.38055244617667416,0.4254913051953348,19.09817625546974,18.894565939425174,18.51941308823484,-6.3123147975425855,0.5027977312111698,3.2511843827229177,0.5588907843888866,161.92176398873463,
310,47.205871597843036,0.4330003056755913,0.4064936542222576,19.036505166226704,18.833386437395376,18.411125205012823,-5.621655539661104,0.4803484456653234,4.879619117386702,0.5339370146543555,150.71193643664645,
