,dec,parallax,parallax_error,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,pmdec,pmdec_error,pmra,pmra_error,ra,radial_velocity
553,45.24774565124919,0.02944636070118168,0.20542912385564213,18.79162612135848,18.37327861498772,17.76965894193297,-1.0183249177533344,0.3323118180017739,-1.448994249877445,0.32739388412014103,264.517317417396,
26,29.437634234026863,-0.2323218800259569,0.4252835507449035,19.626953617917586,19.220662978048466,18.61718558840768,-1.8377910488807792,0.5829226886757185,-0.5920955056607202,0.5079190921643958,248.01373216116696,
360,4.564787376359375,-0.4276523144618789,0.9403210494702904,20.215902182665484,19.82295349762752,19.185448804441684,-1.0417855614721216,1.1026077879717653,-2.943380064301784,1.3145654015818715,238.1757361878465,
128,-5.19124461382504,0.016066153537117926,0.3422561025933685,19.04904145654352,18.435588344444795,17.717540347750347,-1.184909865990125,0.3975254386770989,-0.8641369386913815,0.5090985636589612,236.6172095239109,
160,37.659738277323704,-1.4435993092043602,0.6401927230496011,20.176345442613574,19.809338924061198,19.286420895557693,-1.3665225458739705,0.989966892927694,-1.0344529170057526,0.9475700238515616,253.48684023667764,
468,5.414731457871627,-0.14312770358218987,0.9600382722713392,20.36858469373348,19.84638756594105,19.223705922946028,-1.0303709429242809,1.1257279376587876,-1.9613011036709185,1.3421300072281468,238.3753400625936,
535,6.248444935300148,0.22754996890262705,0.2728966200326744,18.69301297956576,18.19096790499011,17.53231419347571,-1.4810158737327124,0.3199948982623571,-0.7896038846699535,0.3815084806467714,238.4620045048196,
565,-17.18763487797909,1.0409065604696752,0.8830655595821608,20.046327355400415,19.66052509088856,19.00885305726407,-1.5891465286672228,1.0140286722320575,-0.3064931765036728,1.3564036667310733,234.5430960863763,
129,33.89652746585077,-0.5273505582501146,0.5096268782255903,19.857754813792837,19.4926268746068,18.903569838197857,0.8184494213004521,0.7457954315496441,-0.8098817964791021,0.6901878774428724,251.6797484320012,
585,13.660753417167662,0.3033453658570334,0.27654313994707114,18.840884652736108,18.332698963525548,17.658967582108637,-1.1116180024429485,0.32683616886707856,-1.1350190790795105,0.3425955648501872,240.41023615834442,
43,33.045652192680386,0.09866747654584124,0.4678851432367249,19.768970255500427,19.38858070107981,18.762455983429035,-2.2302188176772813,0.6847099657122799,-0.2890436621761389,0.6336570296723294,249.2013458675568,
