,dec,parallax,parallax_error,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,pmdec,pmdec_error,pmra,pmra_error,ra,radial_velocity
128,65.68245609677298,-0.3244373554611417,0.33609787540212616,19.33401916891805,18.91547132923504,18.326387257669488,-1.6814723883395786,0.4606787091681369,0.7737563854512499,0.4014040219839748,160.14149907745974,
144,63.36961944959326,0.20977884841265165,0.4879722442151925,19.805497433851983,19.39140757132443,18.81715582667513,-2.044126525546549,0.6688480946390167,0.6326731330105415,0.5827886332520552,166.35647635090942,
173,34.70690319129198,-0.05395208887437885,0.715047444434077,19.961956507066347,19.59278402524988,19.05080886953084,-3.049103350736026,0.8450882829411661,-0.9919919073109208,0.885836774571453,190.75775596366964,
223,-23.76316077183927,-0.059530879948961,0.3300326440727734,18.906168123621775,18.379851859861173,17.713400649209333,-2.3305658832729,0.3810788242399846,-0.8588789471735209,0.4970285963649521,216.0728593172676,
293,7.611855565173434,-0.08012639208336096,0.14687549977811226,17.64174583511603,17.140073150319804,16.475268167161893,-3.5703145000593555,0.17122624974132505,-0.6949109414544821,0.2162012496733804,202.31048102069818,
298,-20.577461997481773,-0.3456242941949714,1.0639078296885849,20.254899833748297,19.89962230790521,19.25096340811634,-2.820410607522521,1.2218103176705946,0.3992409436251975,1.6154289116315121,214.4785597523772,
225,10.567201836690193,-0.5312140536089719,1.0534591220542109,20.393387267642268,19.915502547448792,19.345051809088087,-5.496792599898644,1.2356815846278486,-0.17727510259673498,1.534748985034964,201.3444320882911,
141,62.963354947107824,0.4298238827754232,0.4753152416738964,19.739987286079813,19.35845142304416,18.775241110995548,-2.161405313812789,0.6514995422696039,-0.25790548094388305,0.5676722873951853,166.45616071127,
113,48.48949739682896,0.4608498989439529,0.3414412296424798,19.29163399005363,18.868906726023408,18.270885692448246,-2.8967577057274863,0.4247930592316733,-0.742817030277578,0.3283861238032085,183.02125848884342,
41,68.07885932832959,0.1084695323295164,0.4312675428208347,19.704149711127354,19.23634228480019,18.63755338149715,-3.3820662140247832,0.591124757022369,0.7394566993049086,0.5150658153738926,155.4052511260733,
145,41.765995604092566,-0.23640395377724474,0.5606252088063726,19.75178911574507,19.336750927986266,18.790313846413966,-4.452388452845841,0.666103663040561,-0.074430529572308,0.6516545597208092,187.0624692233333,
180,31.82929666390029,0.4673337432545622,0.8256255424166451,20.122437069009067,19.769102759613364,19.224030584591894,-3.9458897158622905,0.9757764710920208,-0.2444976566000499,1.0228264896142776,192.11987904697483,
