,ra,dec,parallax,pmra,pmdec,radial_velocity,parallax_error,pmra_error,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
155,162.91206839356028,-17.87159737851603,0.2124559157876857,-0.7452742130685428,-6.080494792311978,,0.17777718467484727,0.24820549343783208,0.2036060688357216,17.46154259060079,17.8835190636888,16.873616108389996
356,307.23012923399807,-52.692699474489565,0.7053253193231879,-0.030122893875413836,-1.976671156437271,,0.9648289253669622,1.2673208319776972,1.1401262229288407,19.91462800512199,20.26045412693579,19.3233091359151
381,307.70431876366035,-17.611978972480824,-0.28272137914690515,-0.31288024050198476,-1.3830850799306678,,0.46359552695801376,0.7120905869588133,0.5323491008712784,18.836474786082295,19.311184181806006,18.19444767581559
279,309.2558346844455,-35.65627385248939,-0.2930461051713724,-0.169528324040072,-0.8231486370939811,,0.25351543099511725,0.37317560161792196,0.29554620455030073,18.02288512546126,18.49891040839189,17.36916566380452
126,268.11464792769164,43.8270522309751,0.10076050787912334,-4.774277969177142,0.8106656856081575,,0.18750296398547062,0.29882483316425884,0.30331361821179065,18.242195464734223,18.623008597634776,17.689787511147493
22,162.20013637930168,6.653009675525787,0.2425738220461875,-0.6228436358773762,-6.02884880232776,,0.21671846132790526,0.3328832297939222,0.24885891110111152,17.735235860640064,18.135923163542365,17.14973539793378
282,162.10523032998185,8.243120377059721,-0.2586099139462833,-0.8396827162786441,-5.783382399447016,,0.6853855197721361,1.0527637750737258,0.7870316773654612,19.35074631073213,19.593324426234144,18.908229963895742
471,162.10814664886234,-3.5000827988488665,-1.018687463927812,-3.014227008328837,-6.560791346707402,,0.9264498224396988,1.3952318448481318,1.0697439038024799,19.735592624989135,19.982735713735824,19.303389044854747
367,309.6337359443749,-32.446703600608025,0.9224582147589644,0.32748332637892597,-0.4404184937086918,,0.5400612220813105,0.8033294084931408,0.6272731810875324,19.06084321984469,19.508384207512808,18.42907862284932
25,164.339930708281,22.42825453075423,0.947174533705876,-1.4984160749683892,-4.070319872324067,,0.8717075295561019,1.2831565341016105,1.016229469058185,19.68903874125865,19.925808012795304,19.264955823915592
196,162.43063216834648,-19.25594878329898,1.3435462859628644,-1.33454899981062,-4.979187195481458,,1.0603070909917311,1.482305450521227,1.2433018029616152,19.973195739575356,20.19498149598088,19.57407766166059
64,307.3577767889882,-52.74592466229637,0.5028555893323438,1.6818907559050662,-1.6113425256722909,,0.6922547370774981,0.9092895395936453,0.8180287281380787,19.507731591837455,19.90858235763748,18.92538193883976
15,166.2396332851107,35.59363761932426,0.45194654984842864,-1.0384530731621155,-3.3811533019777293,,0.8699512951161044,1.1848217265573806,1.0265749891062235,19.760722550307914,20.083834505871312,19.30492004475478
466,309.0123837805074,-38.80910804686634,-0.06889404207664494,-0.1244824357760113,-0.27719163457779,,0.7582204976032528,1.1046258129695274,0.8893739551552239,19.516630435352344,19.91963972530226,18.91377887644035
297,199.69391440106276,-77.59553258727072,-0.2637788633604705,0.6609183490828143,-0.8013171805377185,,0.35585546362490067,0.526713219338843,0.5502798063338695,19.068488271475566,19.704633882814463,18.283994889949682
336,162.52055596919482,-7.852030625674401,-0.6431036662213557,-1.11870740747906,-5.876387115525902,,0.5502594086756328,0.818498990884091,0.6391182251025268,19.092132000760376,19.411329608710645,18.633729402690765
26,277.5320599190817,35.2912637351798,-1.1844776075691996,-3.352467732303759,1.7491346964390353,,0.6863780910015429,1.0159304856877138,1.0613859884030479,19.89807145542051,20.163319021294882,19.481822308013854
43,167.35830117459574,40.22999764604085,-0.33512492142875644,-0.6887935635203455,-4.0391898902951535,,0.863853266986665,1.1346874168472971,1.0208045556673675,19.787515761663123,20.06280503885337,19.38210962177741
497,237.42986830087705,50.69390112685111,0.47023410224940876,-6.242068155578358,-0.5863634372229735,,0.5327275975311871,0.8490118346427263,0.8617652313004496,19.634323925469097,19.813113818051946,19.297602397308683
515,169.48677557079898,46.600983078954826,0.006078718190615395,-1.6181091865762574,-4.3692728673008885,,0.3051220628246408,0.3546650781801881,0.3625290488715448,18.53329393113828,18.936827025224304,17.978798548599123
552,163.09136096416512,11.341997574375037,-0.47186330735794635,-0.9630254799270013,-6.039643517518239,,0.6916429915352555,1.057979321797573,0.7942171640087045,19.359576903772513,19.636735716060574,18.914053396017707
454,195.39688835002607,68.93764858966406,-0.039831926690021904,-1.798885152434954,-1.7298139340814906,,0.0828015095799907,0.12255720126574783,0.1280407449465419,16.86135961641856,17.376359266370862,16.19280779530865
387,163.15616296321414,-39.68295042651996,0.19280380934055502,-1.9944651218069986,-5.916651603298059,,0.8485739447554732,0.876644991734911,1.005495699181512,19.907540375121783,20.192202770050034,19.449253120072353
71,309.27254136892776,-39.658229878261736,-0.1359354761896726,-0.9067288217105436,-1.933629554368654,,0.8530104135382274,1.2427220373290195,1.0005601901757817,19.667676408207694,20.084262499303918,19.060253800100377
542,165.0185703355842,-47.96573111227146,0.30468787878363374,0.005012597579989397,-4.2990948515126695,,0.3388318408206997,0.4046692158316524,0.4644260689466892,18.922489211062604,19.469614432616787,18.254770682786646
456,166.6176243442782,32.80988502840859,-0.416396766144338,1.0562628034402486,-5.980333100072375,,0.9058137440597326,1.2663243143275857,1.062144986773138,19.778593025026222,19.99959646642634,19.400598492277396
431,163.06181446432478,-22.627881956274866,-1.2176528863658047,-0.5301510085053489,-7.31272769472955,,0.6097928206032502,0.8305014161200978,0.7195782817752903,19.32395771404797,19.58520691997907,18.839907448618806
264,308.9325333445602,-22.631135179031308,-0.9419805183026119,0.2166210582746119,0.16634241568508323,,0.8175980049197872,1.2506477956611997,0.9388519463273827,19.556831185745807,20.023854082456435,18.991220986763807
209,166.86663134912214,-51.6729900308012,0.090877542848041,-0.7532011720401742,-4.154580690208081,,0.5975499149854858,0.7136580049022198,0.8190427361960708,19.63973643583881,20.137101472327714,18.864736978202398
316,162.72800140920643,6.933554285730932,0.4864869247422423,-0.9275278927419233,-6.6489574472254835,,1.1386242774556246,1.748946188888406,1.3074880474172637,19.972172330978122,20.19845538360555,19.536654690978335
513,309.3168531166225,-39.793385543969535,-1.127620089742372,-0.020553797024802724,-0.9788634163623168,,0.6335951010390075,0.8846004901068167,0.7256488395407481,19.279481584120674,19.683605343612417,18.678331206814686
313,306.5588296846363,-10.470881373628671,-2.3326319799088813,1.769064900434612,0.8218243806091581,,1.1277738644955864,1.712402574405188,1.2951551865571636,19.968548309503056,20.25364058646094,19.354381199493407
534,239.01872622955585,50.2231144647417,0.012452033466117812,-6.780300423523208,-1.0224330000280715,,0.5267273841032961,0.839449250999097,0.8520590036965082,19.61429729815569,19.871028876684637,19.202970735779246
319,165.74252342615983,30.9219060956217,0.2996253481885115,-2.9638247983097132,-5.109777440367513,,0.9428179951815454,1.3163252986827858,1.0797980965757226,19.77906862714103,19.96535354146326,19.281141768148487
7,306.9062318544656,-56.33168378743339,0.07594342942647284,0.12092269745549986,-0.4925822308859598,,0.05602915056357214,0.06941173261096646,0.06621879291086201,15.54776030676374,16.258601245547965,14.747935027799135
393,299.06301132567864,-67.71630672509575,0.4039794970438164,0.8026553388614589,0.14251616406961404,,0.5739891126091643,0.5520424700682256,0.7141099842166955,19.53150083706643,19.858731343464857,18.9127610229136
141,162.3118061783866,6.133231170066849,-0.03742382501093694,-1.552189027635012,-6.210521641234841,,0.10152671781403294,0.15594675935418192,0.11658364630340222,16.416965181287537,16.879862072826636,15.795708135255907
86,173.76581190839204,-65.69811502230658,-0.21544025610537854,-0.713971487952348,-2.9724295125449705,,0.21592305611683438,0.3195947221331951,0.33389426227338287,18.372245446312807,19.66313905195783,17.293234737635668
478,166.0532032644739,33.09493854317669,0.7244314120311071,0.3630960477654368,-4.573779347073023,,0.5557621951482647,0.7769535241826832,0.6516792588828694,19.173801786767363,19.54197788387249,18.62310766484133
503,162.94644708111863,10.09790280642938,1.1505207681065843,-0.10037115839735566,-8.080051445899882,,0.9481293034365287,1.4563426800667016,1.0887417001326238,19.750201135251835,20.021142587964235,19.33327473336977
215,309.33243991782325,-29.571433315867118,-0.17191223786328366,-0.2434544097965637,-0.5606009583253255,,0.14934156643509222,0.22490814311026086,0.1724402405923622,17.130019352238406,17.704721894665305,16.415152790216798
398,163.13463576495258,10.41794421850737,-0.14895218417300418,-1.299754992118772,-5.690233640122795,,0.7385677643516982,1.1297583175040804,0.8481011192343652,19.443252920726156,19.711036358015274,19.043157334700126
490,163.21629297533016,19.97139178695721,-0.03773526938980662,-2.1730675645531177,-4.991496427277954,,0.846907581351139,1.259756743417389,0.9836707227264955,19.635399211032777,19.843530279762046,19.26144846264052
252,161.74951758195795,-4.256850159870019,0.6303609520954483,-0.6253576201865036,-7.324717848776859,,0.8740131962387375,1.3162623756551677,1.0091968996844032,19.662896177597617,19.886121332051207,19.256966478438684
468,189.5014329388012,67.67522371696461,-0.027177782032686705,-1.7306855513568382,-1.8163764422543853,,0.10229250781306004,0.15140646023986037,0.15818079850562594,17.231701949447125,17.708333371466413,16.592359778188197
