,Unnamed: 0.1,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,b,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,stream_mask
27500,27500,5106810226267408256,50.11689479723315,-16.089629982789955,-0.2447832916072109,0.8463511120793492,0.042382199793126296,-7.38001021300053,-53.80261148439316,20.305618,20.490345,19.745785,0.74456024,0.18472672,0.5598335,False
35930,35930,5073498876532206592,48.674666803366826,-26.053349448795856,-0.24602711136381275,0.936680982885966,0.4956509045283246,5.289892268206711,-58.06358504920983,20.428064000000006,20.28094,19.38853,0.8924084000000001,-0.14712524,1.0395336,False
16788,16788,5101542951390392576,51.57977885717634,-20.14655250245579,-0.4812002778796145,0.9719372853774646,4.915515121068776,-3.4366699454712797,-53.992696917007294,20.424164,20.997559,19.168667000000006,1.8288918,0.5733948,1.255497,False
18653,18653,5155311814472732288,48.199101941613314,-14.403012186892596,-0.01754299634670645,0.3037563005284978,2.7677547734291914,-3.1823955243739803,-54.745940853502866,18.938128,19.189575,18.448818,0.740757,0.25144768,0.4893093,False
18370,18370,5152179305845376384,45.172634939422,-18.72352300680581,0.05044909534658517,0.5266892679880555,1.2762212544759846,-0.1823437847266029,-59.174263195304135,19.877842,19.939362,19.47307,0.46629143,0.061519623,0.4047718,False
29647,29647,5061794094218143232,50.06898463847729,-26.08458653601132,-0.3481879376043531,1.3364712956902156,9.323286907552026,5.978210992821671,-56.836432795604466,20.746502,20.664162,19.627975,1.0361862,-0.08234024,1.1185265,False
31192,31192,5075156527749847168,48.42002898286898,-23.570306056131802,0.40287287872099176,1.0905132855658797,16.883480593518513,0.8105040894784483,-57.772663899624355,20.66527,21.194374,19.603361,1.591013,0.52910423,1.0619087,False
37021,37021,5106989858979796096,51.08553423810122,-15.128893817933626,0.3135236067742891,0.6791994183377098,-0.8542584027058581,-3.8986016616845673,-52.55420489642733,19.721977,19.78432,18.755894,1.0284271,0.062343597,0.9660835,False
6687,6687,5182015275419172352,49.341854511077464,-5.292626078320128,0.03643516467355711,0.3503262725353861,4.155287178595663,-4.1350636312986895,-48.99008669308524,18.832464,19.146448,18.2906,0.8558483,0.31398392,0.5418644,False
29124,29124,5074908102546293248,46.67484432596821,-24.03455568313777,0.10146041707584803,0.9509804931199308,7.493331803295757,1.0022745983888537,-59.4336795377976,20.318033,20.607763,19.564974,1.0427895,0.28973007,0.7530594,False
32894,32894,5162082985033697792,51.30606114589178,-11.803325013197545,0.09539179547858306,0.4499987378251412,2.348275533912167,-6.1867839747730935,-50.85607332630651,19.43729,20.25984,18.508009,1.751831,0.8225498,0.92928123,False
14256,14256,5074577909755762304,47.04268226251407,-25.063614888742386,-0.3701064908163764,0.9395638611898056,22.949244517166033,-18.187847940283405,-59.32540821194056,20.602201,21.184395,19.368937,1.8154583,0.5821934,1.2332649,False
6428,6428,5162029040244486784,51.50114378031974,-12.0056212631442,0.129488045334978,0.7527100428976268,5.977905423298481,7.297505392681503,-50.7854013601977,19.71485,20.932419,18.640175,2.292244,1.2175694,1.0746746,False
9577,9577,5167731004466550912,46.932971216466036,-7.944323612548429,-0.1978867651302101,0.8104980144910229,-0.9541457968185372,0.2866872953753227,-52.48006598703599,20.63435,20.620762,20.110693,0.5100689,-0.013587952,0.52365685,False
23709,23709,5073305568644189312,47.871898051124134,-27.21612789333707,0.22290538973069907,2.7539462073759746,1.2205147086059995,-4.000037953715119,-58.955532770311095,20.915392,21.414167000000006,19.855133,1.5590343,0.49877548,1.0602589,False
1041,1041,5105056299062745088,51.10004680732067,-18.171236526563984,0.010835723856890769,0.1912161958544359,1.7636821686599595,-1.4839067803560535,-53.74130974266629,18.237156,18.65868,17.611060000000005,1.0476208,0.42152405,0.6260967,False
8643,8643,5101856170470334464,51.48533341904769,-19.073130034135094,0.09291614605233056,0.5688564832172337,4.419808923030157,-5.1280067460585705,-53.719259422448616,20.099873,21.057653,19.047182,2.0104713,0.95778084,1.0526905,False
