ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,b
81.98300876079209,-63.25271242680853,2.026451098005431,1.1917256261745603,18.898107999999997,19.314125,18.288424,-33.36217239504257
81.80591524686474,-62.986126431043346,6.0975564333997445,-0.5346648377241592,18.777756,19.464233,18.039745,-33.46676061505498
61.13747434728406,-26.586330756902054,4.742900532374804,1.6433876763820026,19.435434,19.765093,18.825691,-47.20139752208452
82.59570819551038,-62.88156712325493,1.4748250594947885,0.25555907487290075,19.423313,19.383902,19.387453,-33.11775447319082
87.63018348641559,-58.8967142517735,-3.4700005914551646,-3.4582591824077653,20.641018,21.654518,19.385103,-30.74374668884968
45.20602359754334,-23.184806157515673,0.5771350660134639,0.5208628370797037,19.111794,19.858358,18.318964,-60.5382046963902
62.3290776750247,-26.40723656485557,16.71490232313576,-21.385948896208166,20.490767,20.90302,19.377537,-46.12134822314216
87.5425790518264,-58.9247198307859,12.285670354210858,18.611037271506373,20.515913,21.392725,19.09095,-30.790077061650482
45.09182590342611,-24.03323932511132,9.642064665012123,5.535389502362393,19.468021,20.624348,18.426954000000002,-60.84173973424614
41.20916249907594,-38.16203925682832,4.316770268212185,1.9491131557432744,20.105968,21.1162,18.856144,-63.84287345891393
62.8662828174216,-25.814154734844696,11.361809585605096,2.1280174983254714,15.500699,15.926986999999999,14.916819,-45.51825085411835
82.12736074515817,-63.293267528394594,5.180053826289466,3.327264137159493,20.807438,20.862494,20.113644,-33.293779798341056
42.962134365529096,-24.225980686674404,4.797823949382302,-5.54141806039962,17.867973000000003,18.675154,16.916445,-62.77965014951589
53.67620325413701,-15.421932105692935,10.591917976450548,-26.899874588879424,19.430454,20.503662,18.228325,-50.403522179280074
33.77792098626518,-19.43490790451748,37.8036042434955,-12.724592182020745,19.866007,21.09078,18.456673000000002,-69.33856018065647
87.60901459879459,-58.210148448918275,0.4896968816065239,48.042951777159224,20.394676,21.459648,19.117115,-30.724183284990463
41.449803297861976,-21.284530435249017,14.902952002263518,-19.466565926360328,19.688007,20.681059,18.65079,-63.339878041518716
81.31108815475889,-33.46719677591411,-0.8457622570241364,-0.13715924457880954,20.860651,20.997122,20.028357999999997,-31.610450137090787
