ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,b
311.6501781920345,-16.67528275797483,-2.5853767473998004,-12.069237401706548,18.024427,18.825726,17.117445,-32.782151866059024
336.6672149977065,-11.826320394840176,33.77108161978631,7.6529043608602585,19.673859,21.116768,18.252577,-52.79354141876952
301.87708091402607,-39.43024297082889,-7.605555786997535,-3.3077174245232994,18.56416,18.901056,18.063097,-30.9050072453882
311.7113130202877,-34.88484630744279,2.4277078529115683,-3.813751379870392,20.292901999999998,20.562227,19.821888,-37.81239989823786
351.1548506344036,-53.282768944535036,13.510059353503086,-6.1476311673834205,20.65731,21.605535999999997,19.475588000000002,-59.30362063709942
311.55774564940117,-11.971459307213198,6.771184004734389,-5.340375685686668,18.483887,19.11435,17.699928,-30.84096656863367
318.7665433567508,-17.13699244658549,21.979201790777427,6.129180231854546,19.937323000000003,20.889383,18.62562,-39.28210014730332
338.56360516220934,-11.179102563276016,5.178204101658147,-7.562933243786506,20.914494,21.24655,19.604343,-54.06736891364975
346.74531772441503,-54.953141935605075,3.4121009628660666,-5.484341829396403,20.267147,20.422527,19.725754000000002,-56.326164185356426
312.33504895204857,-43.82339569323528,6.11218415414904,-12.047732960379335,19.205622,20.481104000000002,18.058277,-39.17494898492721
302.4817417652564,-40.07291688654252,-7.602891346141588,-14.415803716515985,20.51866,21.542820000000003,19.260693,-31.483354679429013
326.8752064375963,-42.287358576878425,22.04065982010975,-5.961481802328602,20.385113,21.242102,19.048426,-49.84457456408068
351.6374179642202,-27.86076843500226,-1.5810540851482655,-2.268391983527888,20.658422,20.874529000000003,19.955439000000002,-71.18400820044931
323.5585510010993,-33.5246730478562,-3.879315105654156,-5.147000706847779,20.003376,20.146145,19.566202,-47.3617240813849
310.24294002393106,-16.98986922400961,-3.3969200727135864,-9.254185730749553,19.521544,19.891333,18.741718,-31.649302981585585
323.64806125742786,-57.393245876597156,-1.8807418307869057,0.978896886715846,18.837335999999997,19.796577,17.836660000000002,-44.220051916812906
