,Unnamed: 0.1,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,b,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,stream_mask
11978,11978,6858786278898962432,311.20526642728544,-18.166546897526224,0.10045135741962473,0.9104808423519264,-8.260597039063088,-6.306350361334497,-32.933336761648576,20.080444,20.872091,18.798876,2.0732155,0.79164696,1.2815685,False
9323,9323,2668637247439729152,329.71135204376725,-5.740856523170105,0.18320012044145886,0.8885227069757806,6.5445332068729725,-3.621165126617402,-43.76322174664009,19.390926,20.302126,18.297506,2.0046196,0.91119957,1.09342,False
5777,5777,2623576890111581056,340.4408519319527,-6.051597809350811,-0.4559756383384418,1.3473198079536035,1.6574007661205608,-9.153624355863462,-52.67147733245104,20.251385,20.785572,19.278913,1.5066586000000002,0.5341873,0.97247124,False
17978,17978,6862574543133555840,308.3677040029196,-17.115695014805247,0.1529653796987014,2.3396397297888094,-6.970077595828911,-10.291655740246894,-30.032302111002565,20.576727,20.921083,20.048868,0.8722153,0.34435654,0.52785873,False
14454,14454,2714341059588623872,346.2933907991436,9.516492507327447,-0.06230694273591299,0.6392605633551206,6.287580008911258,-1.665891518929272,-45.20880669441769,19.845228,20.257772,19.229908,1.0278645,0.41254425,0.6153202,False
22920,22920,2383071095336103680,347.0486976882718,-25.052239041679314,0.20882047982097315,1.6817181976802986,-0.5935706211347688,-0.6732883485584966,-66.76704824886859,20.505245,22.040411,19.164886,2.8755245,1.5351658,1.3403587,False
19815,19815,6606958533718142720,341.35702990278037,-31.609213454799022,-0.06224867893208056,0.31396311941061666,-1.7507599911914324,0.3083116975837189,-62.280424144422255,18.40269,18.606434,17.951939000000007,0.65449524,0.20374298,0.45075226,False
13804,13804,1768957837923390976,328.3470142261517,14.284473249169785,0.2485614739995943,0.9066642174560262,-4.924383516127656,-5.8162095410387895,-30.16680953290349,20.12037,20.591982,19.176077,1.415905,0.47161102,0.944294,False
25306,25306,1777149852385291392,334.7737410526855,18.80376097860027,0.08291406384717602,0.4991434239837214,-5.7252105487946485,-7.4247297265278975,-31.073431270717354,19.262747,20.385914,18.256247,2.1296673,1.123167,1.0065002,False
8123,8123,2812341424325714048,347.8922055398961,13.501161679007955,0.509809031472271,1.4976136375778053,4.600730276259768,-2.422985304571954,-42.69264197292328,20.23745,20.482304,19.75918,0.72312355,0.24485397,0.47826958,False
22099,22099,6783708773095703040,319.79638956553083,-33.153973090437674,0.540339757069635,1.2082416417096529,-2.4274455811271687,-13.57841449658762,-44.19728423179473,20.409523,21.57382,19.347467,2.2263527,1.1642971000000002,1.0620556,False
25150,25150,6624517974931814656,339.52087488517327,-23.877413017020675,0.09540936092999032,0.4328846328921673,5.520154962518197,-4.495193900662871,-59.82188127210971,19.740808,20.789358,18.697351,2.0920067,1.0485497,1.043457,False
9610,9610,6895127135355421952,317.98605462216574,-11.158560539478664,0.08785360389619344,0.6297227914048982,-26.43107724109103,-33.37327873332691,-36.20306889402427,19.767424,20.88249,18.553448,2.3290424,1.1150665000000002,1.2139759,False
29203,29203,6799113721275325824,309.82740570476176,-27.224538921006108,-0.4913943604673859,1.6919731767716724,-3.3892244335358432,-6.173244203820282,-34.57567550542241,20.824812,21.031096,20.094065,0.9370308,0.20628357,0.7307471999999999,False
21180,21180,2724498210566958848,333.5963393281644,10.963581309943145,-0.35532271315670994,1.6123449661192923,0.7727979219642286,-4.280344473442618,-36.14090447293349,20.041355,21.1013,19.025051,2.0762482,1.0599442,1.016304,False
27975,27975,2605032630077129728,343.9625399435559,-10.422274848264717,-0.25002814655962563,0.5441260828028044,-0.5393989728201828,-6.863759976538585,-58.08232916655396,19.808338,20.713985,18.634945,2.0790405,0.9056473,1.1733931999999998,False
17905,17905,6790502075622611200,320.0490197200453,-27.24031676917927,-0.18447266393526804,1.106523768180108,6.372786774614379,-0.09821374703932403,-43.39379381447231,20.442932,20.749563,19.217903,1.5316601,0.3066311,1.225029,False
29179,29179,2605237860793581952,343.75153658303293,-10.249303123782207,0.17754066207263566,0.4877382614738437,0.4021622451571365,-15.658510174918352,-57.81285544943857,19.686749,19.858751,18.947056,0.9116955,0.17200279,0.7396927,False
25123,25123,2629306621297780480,335.82226719527694,-2.400287903926833,0.021344004753756828,0.2491072369484121,6.2335345451735975,-4.162513086331529,-46.794395418780354,18.531075,18.80491,18.009832,0.7950783,0.27383614,0.52124214,False
14925,14925,2820799795479617024,352.2637027024094,17.495208820339073,0.08232424888605909,0.9185084387349554,-10.844643197636492,-9.076100318116863,-41.10846884043964,20.387596,21.245071,19.238907,2.0061646,0.8574753,1.1486893,False
26461,26461,6861556773322317312,308.95283818543174,-18.348088132983662,0.3994642009421578,0.8807606261459476,0.4139885273623065,-1.8665217291845253,-31.003213590049445,20.146118,20.717846,19.262678,1.4551678,0.57172775,0.88344,False
15093,15093,2615539189529778816,332.98727077547886,-10.364878367199298,0.12554245331338346,0.25264675014001536,-2.0086254363318883,-4.428759788299001,-48.93262338810658,18.2514,18.594234,17.730976000000005,0.86325836,0.34283447,0.5204239,False
22163,22163,2332204006648758400,353.2819715818888,-26.68892729629135,-0.04405515399426956,0.4775134868132656,-0.5212060702536161,0.4109520812985211,-72.55425020894171,19.087759,19.188345,18.522476,0.66586876,0.10058594,0.5652828000000001,False
8882,8882,2710145155712876672,335.8114356119418,6.805916783058504,0.16307997748494887,1.4490613544286484,-1.5188833761605176,-7.3906744319746025,-40.63849466977944,20.431164000000006,20.938133,19.86307,1.0750636999999998,0.50696945,0.56809425,False
24854,24854,2618482753955581056,330.12820807824164,-8.348397007135219,0.18017696724809207,1.562876084402191,4.8176020543635545,-6.550119796884594,-45.48064211691121,20.089512,21.123308,18.874512,2.2487965,1.0337963,1.2150002,False
