ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,b
158.03028747566074,58.89516816932443,-11.468239433706708,-8.426418777680968,19.047829999999998,20.206345000000002,17.88157,50.1596320972021
173.0250404321091,33.81206164667805,-8.61785139457971,-11.561388602497125,18.504965,19.500748,17.526546,71.68376338569527
138.64347836467084,71.79849576649009,3.3869717023562296,2.2256958406835716,20.029024,20.975214,18.672179999999997,36.564072240480336
157.36394783154546,59.058100912491504,-85.41928043286826,-34.42413158621804,16.280575,18.061426,14.994720000000001,49.78752802449849
121.36994183671378,59.79803870935649,12.0464284919324,10.13590708567341,17.541386,18.939743,16.35995,32.42701384529841
144.07092095085397,72.5137550666278,-5.452152988241983,-5.7442180240640415,20.883226,20.663742000000003,19.71201,37.669068154738696
139.8948315920518,42.355812451521814,-4.266296098222515,-17.690995847026226,20.483107,20.801192999999998,19.487886,44.69529459827621
142.71722299887335,43.251174753407724,6.175998568283809,-3.029004907553004,18.170849,19.509838000000002,17.017870000000002,46.70883455432701
150.58247660422884,39.39786416260164,-17.5824926695599,-7.817726963402962,20.475567,21.046608,19.236635,52.965863168219435
147.43557913464667,48.856608923725005,11.861400974096046,-5.338579917613326,18.305467999999998,19.616433999999998,17.15524,48.970097008582144
140.42591598689572,58.75685146038419,-8.350859689045766,-3.8775195165100516,20.36777,21.17587,19.253220000000002,42.16668055305116
144.856845393355,47.489656845204706,-0.4527873326562469,-1.4205490470430149,19.934399,20.029348000000002,19.5257,47.60514610811077
136.37376362554778,49.41372529073424,2.338190704599783,-11.822171748214464,18.625004,19.470194,17.666061,41.75824814840901
158.11940692734782,58.78035044288145,-13.287859454121422,0.447348262702814,20.636703,21.05406,19.498943,50.266109193136
143.7916285900439,67.90004076432743,0.8866256337053429,-18.468208216457494,20.122309,20.743948,19.272902,39.930203009115694
120.1913352071903,46.803216794309705,5.4449519311913654,-1.2424643120272534,19.747845,20.355038,18.915201,30.92397210167445
121.45653614486055,59.763323855832965,-6.0864927354339375,-6.22315375047693,12.8027935,13.107585,12.34217,32.47121609793547
139.68498829400178,60.85661790005979,-21.60917944480135,-50.892947072031795,16.074081,16.990845,15.120323,41.15071882146472
131.41756486162066,57.60563854157114,1.7461760359028773,-5.719743480503901,18.66982,19.161001000000002,17.966534,37.80387446369097
139.2761258160952,42.86957860986191,11.261304547889695,-6.187520797238299,20.779257,21.276545000000002,19.740382999999998,44.222430038764706
139.37845252355058,34.504282825944216,1.997851234244572,1.0909888221907396,19.885986,20.857029,18.853407,44.00754841347687
144.68844254307243,43.06325690060186,7.099381567743022,-29.417729221519426,20.275161999999998,20.741552,19.261091,48.15820584811834
161.33744844595103,26.64897601836463,-12.127841463182785,-8.746344644720937,15.197754000000002,15.567014000000002,14.664715,61.95619475647397
156.2859004450463,55.50436421072736,-7.518334933277714,-1.729139958683395,20.522118,21.234737,19.316236,51.3153275353483
