,Unnamed: 0.1,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,b,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,stream_mask
823,823,4650888182109520128,83.82867325859445,-72.52618652125898,0.07882630630502498,0.7998444238826696,1.4669009579660108,4.966302445412071,-31.47198886253269,20.251158,20.32474,19.691725,0.6330147,0.073581696,0.559433,False
394,394,4658981618484063488,89.35506661923874,-69.1608365900051,0.10510815262587346,0.2302023592615811,1.7572426773400345,1.1049848706205199,-30.00590921884045,19.076044,19.525698,18.408875,1.1168232,0.44965363,0.6671696,False
211,211,4659495502744219776,84.78618442115051,-67.010124260964,-0.09539845832001176,0.4530500060081608,0.1553771991675743,0.5449755820012339,-31.843727852918512,19.813417,20.11194,19.007114,1.104826,0.29852295,0.806303,False
497,497,4757843106974379648,81.43255168989779,-62.24118862309478,-0.02910999865273075,0.28289671078361056,1.6701192857564566,0.6661791864259385,-33.70621749565998,19.589415,20.040577,18.975395,1.0651817,0.45116234,0.6140194,False
1168,1168,4659840783740304512,86.05258027011509,-66.85670853716796,0.08510153568054897,0.5292947169901635,2.0950598163569927,1.797654054844712,-31.361115750265927,20.148293,20.110403,19.898392,0.21201134,-0.03788948,0.24990082,False
16,16,4657784727094477056,84.8997207627847,-68.79181598448794,0.2622236495846881,0.9408383319291934,2.5744645267116604,-5.277972301948422,-31.62631431361557,20.58507,20.156591,19.400154,0.7564373000000001,-0.42847824,1.1849155,False
648,648,4802422526745671168,85.37012998890613,-44.43062980280379,-0.3526806244997953,0.9517746352576488,4.092638799082351,-2.469282780223918,-30.677612500012412,20.736685,20.631449,19.986044,0.6454048000000001,-0.10523605,0.75064087,False
163,163,4659563805591315712,89.18661347924362,-67.47621427684399,0.06230554282614504,0.14100336278846268,1.2716609775850851,0.7488545702441578,-30.1184155734828,18.42015,18.84674,17.822792,1.0239486999999998,0.42658997,0.5973586999999999,False
286,286,4657225801509231104,84.92694802497795,-70.21344935679286,0.02352661237637414,0.2744996040807472,1.1037760324187718,-3.0158123881986487,-31.454721438790145,19.282782,19.161879000000006,18.078167,1.0837116000000002,-0.120903015,1.2046146,False
952,952,4648534024630009728,87.39852119125376,-75.08102809894139,-0.18456742201555906,0.5717176172218957,3.3927159046302813,1.2171857992239108,-30.112190762507115,20.38839,20.235437,19.800026000000006,0.43541145,-0.1529522,0.58836365,False
819,819,4657219268999460992,84.36691068593119,-70.39917175073103,-0.04478105254200709,1.3638308856775756,4.150272775573045,0.6193501897843815,-31.61833710459189,20.679626000000006,19.540085,19.356236,0.18384933,-1.1395416,1.323391,False
260,260,4657659210963964160,83.84521734812189,-69.45686584023403,0.11234565569716497,0.2948289138715205,3.386629401856071,0.5327156797854927,-31.92022547252749,19.60904,19.346844,18.576612,0.77023125,-0.2621956,1.0324268,False
666,666,4659169566245451008,89.23801454424238,-68.01354528142916,0.02119364330963559,0.3324396656115209,1.2898021233705468,0.9133771181993441,-30.08550943084501,19.299635,19.5382,18.463985,1.0742149,0.23856544,0.8356495,False
