stream_file,ra_min,ra_max,dec_min,dec_max
gaia_mock_streams/stream-2471.fits.gz,0.23768282138789507,359.10754363539775,-61.21617675426425,13.32404572209598
gaia_mock_streams/stream-6728.fits.gz,0.020083660587768837,359.95986327612,-87.38406955497717,85.29237159430242
gaia_mock_streams/stream-4990.fits.gz,4.673288421218248,359.0131015291174,-84.94563552059311,86.35427670143802
gaia_mock_streams/stream-2325.fits.gz,1.206164400228608,359.8087265848299,-69.57343495561344,17.783388779254466
gaia_mock_streams/stream-3775.fits.gz,0.8696940448480174,359.6725612612104,-16.52158749770832,-0.10237203385411398
gaia_mock_streams/stream-1388.fits.gz,198.49640782328808,293.5608190864441,-50.614842343913224,-33.24347180994648
gaia_mock_streams/stream-5793.fits.gz,0.31536284745845095,359.0367158583881,-81.69736292601048,40.35806317606367
gaia_mock_streams/stream-5485.fits.gz,0.005099431443753231,359.50435429700985,-74.71079384663818,84.75319023965598
gaia_mock_streams/stream-8187.fits.gz,0.713462331851245,359.8205008170903,-84.58751144010347,62.61048899185511
gaia_mock_streams/stream-5797.fits.gz,0.22060369836915342,359.8175684655457,-85.36749963615513,33.906260378116734
gaia_mock_streams/stream-2451.fits.gz,0.8104539339188767,359.9617342450616,-78.94953072622434,82.86411320242969
gaia_mock_streams/stream-3076.fits.gz,91.93616734378989,344.21742136926883,-46.697618838329625,81.00919623887911
gaia_mock_streams/stream-2754.fits.gz,0.07895640587830706,359.98727881500184,-87.30480922011832,80.88250225303517
gaia_mock_streams/stream-395.fits.gz,0.7461394973760361,356.2205226705468,-89.34593355659439,74.1275691657362
gaia_mock_streams/stream-4175.fits.gz,1.0943621670358918,359.57397765701137,-58.77214595958812,77.13749374695038
gaia_mock_streams/stream-1667.fits.gz,180.20022119550012,326.7865650531011,-81.52064724913187,69.34459539538959
gaia_mock_streams/stream-1324.fits.gz,0.9004916684877388,358.6893378045363,-33.82452360456074,41.86757836533209
gaia_mock_streams/stream-3132.fits.gz,0.12953966605713196,359.7067789307043,-80.55021029335394,64.31708609974889
gaia_mock_streams/stream-9420.fits.gz,3.100303083669063,52.08595053878601,-31.183168036302668,50.83304781476092
gaia_mock_streams/stream-2717.fits.gz,0.18142492942033656,358.5536011413314,-80.24435722969156,89.79878474632547
gaia_mock_streams/stream-247.fits.gz,51.06451929300304,291.19171497965476,-65.57589658487704,83.92132633976334
gaia_mock_streams/stream-6982.fits.gz,211.9737272028916,217.69696000283858,-48.683849773930866,-45.37091344986419
gaia_mock_streams/stream-8336.fits.gz,49.27415050071407,352.10614321533114,-66.60736131591396,81.23030629715099
gaia_mock_streams/stream-4717.fits.gz,0.4240173636985704,358.9655413859221,-85.72697968196226,67.72300022937277
gaia_mock_streams/stream-5713.fits.gz,16.32199038451057,336.54552447844526,-86.19357493110466,71.63242629009069
gaia_mock_streams/stream-575.fits.gz,0.5985852454966764,359.97972842639166,-80.64978445923015,37.34130611171836
gaia_mock_streams/stream-2636.fits.gz,0.3061489153987672,359.7820332079409,-75.03661838875222,85.9676925684847
gaia_mock_streams/stream-3041.fits.gz,0.027590302083878186,358.4133824336433,-87.49290165774035,76.23484848862488
gaia_mock_streams/stream-1519.fits.gz,0.23393288797815726,359.7481459830943,-58.82483739126481,13.069187573105195
gaia_mock_streams/stream-1427.fits.gz,0.6240495620356318,359.6695797820572,-89.17277888532864,75.3493797859231
gaia_mock_streams/stream-8482.fits.gz,125.92982981643502,298.6924342080866,-89.07221375229275,75.20997929605298
gaia_mock_streams/stream-1012.fits.gz,21.889231754900226,222.15855296000336,-27.01035892544691,83.6687960843146
gaia_mock_streams/stream-4394.fits.gz,18.289172054084712,347.6368345584943,-84.19779090981328,66.39631580612355
gaia_mock_streams/stream-2805.fits.gz,0.7303298622194271,357.82861504016165,-55.37211470180979,48.88799883924027
gaia_mock_streams/stream-1185.fits.gz,28.284338574282067,42.3484838216527,44.03609488782343,46.01778445383105
gaia_mock_streams/stream-3696.fits.gz,12.710928506903704,325.778458973646,-47.23843679931708,28.811503965594603
gaia_mock_streams/stream-5982.fits.gz,0.05168423152630425,359.9103938389858,-51.64028326851708,10.918382703275466
gaia_mock_streams/stream-9833.fits.gz,6.588925207259595,283.821753173649,-16.885247804339333,64.77613936193787
gaia_mock_streams/stream-5896.fits.gz,46.508019509977196,314.9693648785544,-89.34555108429976,56.56603886957517
gaia_mock_streams/stream-6830.fits.gz,0.01064736024915228,359.610271088037,-88.23891709116077,86.54782304462411
gaia_mock_streams/stream-8137.fits.gz,3.6034969005293385,355.4725349159262,-82.19089803296816,50.58816569643714
gaia_mock_streams/stream-5830.fits.gz,0.9685596901030327,359.8582173238894,-51.10398443426209,10.118187715592788
gaia_mock_streams/stream-1424.fits.gz,0.15365687652865162,359.80052356855305,-67.02712769270381,88.729773513698
gaia_mock_streams/stream-5851.fits.gz,102.64236761189888,331.05605423702616,-81.40920188354575,88.13731928902688
gaia_mock_streams/stream-1698.fits.gz,0.4413175539477075,357.5595647845537,-41.209559532626855,3.529200964665995
