,training_ratio,multiple,precision,recall
0,0.1,1,0.9367439102985252,0.9796664831204484
1,0.1,2,0.905877290748174,0.9304726749634024
2,0.1,3,0.8349640264454239,0.9511749721953144
3,0.1,5,0.8965419977311951,0.9051648178210678
4,0.1,10,0.859630724630836,0.8807535844769888
5,0.1,15,0.8543059386483606,0.9246676990579429
6,0.1,20,0.8357253108733372,0.8826923076923078
7,0.1,25,0.8625736183107873,0.8581619889982259
