,training_ratio,multiple,precision,recall
0,0.1,250,0.5878378378378378,0.624031007751938
1,0.1,300,0.7983193277310925,0.6009615384615384
2,0.1,350,0.7995391705069124,0.5946969696969697
3,0.1,400,0.6201923076923077,0.4862637362637363
