,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,stream_mask
0,5902456220692458752,228.65610809785133,-48.73180441962163,0.009787591286821452,0.5891392299255087,-4.395901103663314,-2.321795511241089,19.876457,20.499683,19.17211,1.3275738,0.62322617,0.7043476,False
1,6048061758117218688,249.80617978221736,-23.77515423035622,-0.17426904644522037,0.38772559531681733,-3.3783400519354414,-1.0164352900579283,18.801527,19.357683,18.001945,1.3557377,0.55615616,0.7995815,False
2,5990786754318912256,244.43914319059306,-44.600497432348035,-0.006234172084387921,0.7435706230931693,-4.739945285348016,-0.3637839808727179,19.751043,21.313623,18.520138,2.7934856,1.5625801,1.2309055,False
3,6179587744210756480,198.07772320678416,-33.46019751139739,0.099858617949248,0.3785625459308702,-1.6524941991952333,-1.1964773404388482,18.463634,18.980816,17.890482,1.0903339,0.5171814,0.57315254,False
4,6083724520847814656,201.89505230567627,-47.15320963035002,-0.002910468035333571,0.2772612484474547,-3.0324648009529342,-6.592295054577271,18.3822,18.680716,17.906464,0.77425194,0.29851532,0.47573662,False
5,5944259270526882432,248.36729119466835,-44.55003548645183,-0.16291628729024624,0.3496595767629757,-4.03065279258695,-4.898035091179704,19.016504,20.512497,17.564,2.9484978,1.4959927,1.4525051,False
6,5908212331558642176,225.52113220821875,-44.05002877000491,-0.04847336703694141,0.7591393438239855,-8.374358584748439,-2.473338001184577,19.577972,20.046356,18.977331,1.069025,0.4683838,0.60064125,False
7,6010097824938663424,239.6191048483643,-38.07295248380235,-0.05762367262018687,0.12355107992787107,0.7119960515001611,-3.2421567306716277,17.066477,17.76353,16.275251,1.4882793,0.6970539,0.79122543,False
8,5990816926463978112,244.78504976001878,-44.36463274920958,0.12854453218050177,0.700350553357178,-3.8193285696540835,-8.364940381526504,19.979816,20.978771,18.837015,2.141756,0.9989548,1.1428013,False
9,6179566716051669632,198.68363360009985,-33.328956695759985,0.33415232895818425,0.8089503711636268,-6.529396176550715,-2.522358802340822,19.74749,20.044353,19.139553,0.9048004,0.29686356,0.60793686,False
10,6107757066183385088,207.6476632088902,-45.19154314252119,0.7012603845700471,1.4524426340523964,-5.688828394618898,-14.27702146488037,20.776197,22.16423,19.89109,2.27314,1.3880329,0.88510704,False
11,6003852220927377408,227.63637622005822,-42.05462292457467,-0.7540713157525263,1.7303679352219516,-4.7376569572112555,-4.245735064634962,20.76477,21.78481,20.612762,1.1720467,1.0200386,0.15200806,False
12,5987316940443300096,233.87180139251595,-46.498054234014845,-0.26185928381412554,1.383990228161602,-5.300711627569709,-0.7341621821090882,20.522776,20.897205,19.541956,1.3552494,0.3744297,0.9808197,False
13,6092231412241556480,216.88324534649794,-47.01548487430627,0.01266403006902139,0.807501068582955,-12.1305066055118,-0.5577574149608703,20.03666,20.725145,19.230331,1.4948139,0.6884861,0.8063278,False
14,6022935516545164288,243.01037505899097,-35.06647444146503,0.25584284263706697,0.8658765660598656,1.6839481037355088,-2.932024214082088,20.164642,20.508066,19.357334,1.150732,0.34342384,0.8073082,False
15,5993282542630394112,243.75399849736093,-42.190248526066924,-0.021148463834404482,0.1098445108396051,-4.164776437020784,-4.03452567727838,17.318077,18.525496,16.201303,2.324192,1.2074184,1.1167736,False
