,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,stream_mask
0,3034203423205757696,114.24287206783312,-11.436897765076171,0.21732000957068376,0.8561742952178815,-0.4719958824372175,3.5995606177965147,20.496685,21.13577,19.461693,1.674078,0.63908577,1.0349922,False
1,2944211248323444608,96.91297258397896,-16.118889406986224,0.007518077187284335,0.6980689372533363,-2.8640084378813713,1.149188397401153,19.935932,20.546072,19.232637,1.3134346,0.61013985,0.70329475,False
2,3032175167845338112,108.12083462137531,-14.798347062575434,-0.030886159056880413,0.3354941039872897,-1.776482497194113,1.4667219170659618,18.914053,19.502655,18.12581,1.3768444,0.58860207,0.78824234,False
3,3034187995678032128,113.90925998349803,-11.586031680763114,0.13191184853948668,0.5872170196524809,-0.460657038219602,0.40828690953423097,20.086182,20.543842,19.44204,1.1018028,0.45766068,0.64414215,False
4,2944276153868932096,94.82595703171091,-17.562782525764888,0.16311243403146836,0.3388500201488825,-2.2388617286947916,5.217981782675855,19.443068,20.250088,18.43841,1.8116779,0.8070202,1.0046577,False
5,2928852346501283456,104.42483859557207,-21.745314519657065,-0.28497704877578967,0.6131979485908722,-0.5133436207867254,0.7535427707701235,20.051224,20.395521,19.300869,1.0946522,0.3442974,0.75035477,False
6,2947015449653078528,99.87289340759646,-16.078578817828596,0.014450334929668322,0.21075490788386683,-0.2614692279670315,1.1740672166464345,18.398346,18.769033,17.799393,0.96964073,0.37068748,0.59895325,False
7,3106893236425290624,99.8821587752023,-1.545908779558154,0.014228881312156032,0.18973395298970366,-0.5871392035059888,0.6647052505665771,17.95588,18.897715,16.94231,1.9554043,0.9418354,1.0135689,False
8,3051337460790112384,107.50853232613105,-8.773673438065776,0.15794449558266896,0.44849161427873346,-0.03073240177429233,-1.3962624909563652,19.58342,19.963617,18.652637,1.3109798,0.38019753,0.9307823,False
9,3034196826130807040,114.2496686342002,-11.584357499277818,0.05561879554964291,0.40383882022851225,-2.4261789511157357,-0.9830931293570938,19.53045,20.20065,18.659523,1.5411263,0.67019844,0.8709278,False
10,2929562940238090624,106.78596408994056,-19.87353710362466,-0.13687929004613975,1.7440508973223185,-2.2796963492111946,0.5993747935997898,20.886131,21.241402,19.96545,1.2759514,0.3552704,0.920681,False
11,3020426542503969664,95.00155293158703,-4.725168198287021,0.23783412469597398,0.5271483061639255,1.1840026728585453,-0.49430697770666066,19.598946,20.045643,18.734592,1.3110504,0.44669724,0.8643532,False
12,3052923506314873216,107.37425029807537,-6.6297299755803385,0.3230525215808342,1.4854832150920296,-2.645798596151505,0.9823829538893013,20.773413,21.402401,19.685051,1.71735,0.62898827,1.0883617,False
13,3086403596721247232,113.31572763123309,-0.10886491086616114,-0.13632735287619455,0.4201096911571732,0.4241181225540698,-0.7415705663021138,19.200834,19.54154,18.672112,0.86942863,0.34070587,0.52872276,False
14,3045382437091873664,107.19029334716272,-11.80187356572946,0.17393242654214755,0.3947714515266498,-1.8187073354421934,-0.7429442219626072,19.323524,19.911173,18.370686,1.5404873,0.5876484,0.9528389,False
15,3209341056974912640,81.2704472477781,-5.152293794026401,-0.0013889383401390163,0.2661097096579551,3.2998068080088414,-0.23975090361996101,18.521776,18.982899,17.887678,1.0952206,0.4611225,0.63409805,False
16,3106844445597268992,100.31162160317417,-1.6612677383621868,-0.03527943368191776,0.6423311302262136,0.9999588477838175,0.20832179645928361,19.997213,20.306965,19.045946,1.2610188,0.3097515,0.95126724,False
17,3122696452625127552,93.08673398688461,0.34499289407475453,-0.12605833680241316,0.7943504451200704,-0.5743690647515128,0.13289886275819682,19.146236,17.85273,17.232317,0.6204128,-1.2935066,1.9139194,False
18,2996305800009635200,84.9652206926374,-14.991940807903479,0.04534270039710793,0.3196330442526548,0.736241398588603,0.9124152141829452,19.127731,19.620676,18.480482,1.1401939,0.49294472,0.6472492,False
19,2922112855611570432,102.15704578958255,-24.25473035589586,0.039435017953983825,0.12045447799798699,-0.5402832069264283,1.8365888606464251,17.82,18.078714,17.409985,0.6687298,0.25871468,0.4100151,False
20,2932096008883402880,104.66904225941961,-20.538227525491966,0.004097844700863353,0.0490077648958704,-0.34092835756857315,1.3360174893086674,16.05663,16.734137,15.253616,1.4805202,0.6775074,0.80301285,False
21,3129349528769935488,103.1874052519762,5.453071899273258,0.08752658527199121,0.22283878844622787,0.377311957079481,-0.08526646505237565,18.430126,18.892944,17.761599,1.1313457,0.46281815,0.6685276,False
22,3052963982090434688,106.7345584596201,-6.530043848067663,-0.03243356504931354,0.2421142734611715,3.7610385236741415,-0.502973747591029,18.445457,19.148872,17.63944,1.5094318,0.7034149,0.8060169,False
23,3007164439407618560,97.05696007165866,-6.855371823049272,-0.08471298347074717,0.18913222900613563,0.9718498105545557,-1.3269564869838777,18.149529,19.018454,17.170013,1.8484402,0.8689251,0.9795151,False
24,5716888512235383680,115.10385880956501,-18.399861758028973,0.042398836427607396,0.15774273760573246,-2.2488119900640493,3.6556960038818516,18.271421,18.77216,17.601273,1.170887,0.50073814,0.67014885,False
25,3045681843557482624,105.64461280917598,-12.244865393416385,0.12434476572160891,0.3017342996251139,-0.2807248260868028,0.6061964662863181,18.54307,19.675774,17.590841,2.0849323,1.1327038,0.95222855,False
26,5716319343168601984,113.8449285398122,-19.831153317243455,0.00891932562417943,0.32249764384296475,-1.8414838357550458,3.059905229311206,19.202526,19.982689,18.18359,1.799099,0.7801628,1.0189362,False
27,3110309556488636032,111.34546426404594,-0.9475216765293994,0.06541551589224076,0.17023256716538157,-0.9192410744058633,-0.28583241031565293,17.900799,18.269049,17.389269,0.8797798,0.3682499,0.5115299,False
28,3100087190727292160,100.2401354593442,-6.500252848636323,0.0399898680048366,0.3439184926370565,0.14220700709405776,2.4489311146011254,19.303684,19.850634,18.461191,1.3894424,0.5469494,0.84249306,False
29,3034242387147440640,113.77332358045899,-11.412409337631988,-0.11749415437979578,0.28990284046344134,-2.4742220625770415,2.876508367281623,19.127209,19.678555,18.377039,1.3015156,0.5513458,0.75016975,False
30,5715198150549896320,115.11874697362713,-21.00413985616947,0.03360275759774345,0.27981878915235125,-1.6225215929309678,1.1438270088147255,19.169897,19.851446,18.30361,1.5478363,0.6815491,0.86628723,False
